================ Training Loss (Fri Nov 22 16:32:47 2024) ================
(epoch: 1, iters: 100, time: 0.549, data: 0.352) D_A: 0.637 G_A: 0.623 cycle_A: 2.568 idt_A: 1.493 D_B: 0.537 G_B: 0.517 cycle_B: 2.981 idt_B: 1.252 
(epoch: 1, iters: 200, time: 0.580, data: 0.003) D_A: 0.439 G_A: 0.405 cycle_A: 2.495 idt_A: 1.143 D_B: 0.325 G_B: 0.423 cycle_B: 2.385 idt_B: 1.187 
(epoch: 1, iters: 300, time: 0.573, data: 0.003) D_A: 0.373 G_A: 0.263 cycle_A: 2.701 idt_A: 1.354 D_B: 0.282 G_B: 0.359 cycle_B: 3.161 idt_B: 1.208 
(epoch: 2, iters: 60, time: 0.617, data: 0.011) D_A: 0.326 G_A: 0.450 cycle_A: 2.505 idt_A: 1.163 D_B: 0.439 G_B: 0.541 cycle_B: 2.573 idt_B: 1.111 
(epoch: 2, iters: 160, time: 0.575, data: 0.004) D_A: 0.274 G_A: 0.329 cycle_A: 2.342 idt_A: 0.967 D_B: 0.251 G_B: 0.429 cycle_B: 2.043 idt_B: 1.070 
(epoch: 2, iters: 260, time: 0.575, data: 0.013) D_A: 0.277 G_A: 0.386 cycle_A: 2.617 idt_A: 0.956 D_B: 0.235 G_B: 0.372 cycle_B: 2.058 idt_B: 1.138 
(epoch: 3, iters: 20, time: 0.575, data: 0.004) D_A: 0.332 G_A: 0.335 cycle_A: 3.111 idt_A: 0.954 D_B: 0.268 G_B: 0.387 cycle_B: 2.057 idt_B: 1.457 
(epoch: 3, iters: 120, time: 0.613, data: 0.004) D_A: 0.270 G_A: 0.355 cycle_A: 1.981 idt_A: 1.129 D_B: 0.268 G_B: 0.273 cycle_B: 2.368 idt_B: 0.970 
(epoch: 3, iters: 220, time: 0.576, data: 0.003) D_A: 0.359 G_A: 0.578 cycle_A: 1.772 idt_A: 0.737 D_B: 0.237 G_B: 0.322 cycle_B: 1.686 idt_B: 0.859 
(epoch: 3, iters: 320, time: 0.576, data: 0.004) D_A: 0.227 G_A: 0.329 cycle_A: 1.823 idt_A: 1.012 D_B: 0.260 G_B: 0.393 cycle_B: 2.221 idt_B: 0.829 
(epoch: 4, iters: 80, time: 0.575, data: 0.004) D_A: 0.226 G_A: 0.347 cycle_A: 1.614 idt_A: 0.720 D_B: 0.226 G_B: 0.344 cycle_B: 1.539 idt_B: 0.775 
(epoch: 4, iters: 180, time: 0.621, data: 0.009) D_A: 0.243 G_A: 0.328 cycle_A: 2.880 idt_A: 1.016 D_B: 0.316 G_B: 0.236 cycle_B: 2.372 idt_B: 1.334 
(epoch: 4, iters: 280, time: 0.578, data: 0.004) D_A: 0.359 G_A: 0.381 cycle_A: 1.550 idt_A: 0.869 D_B: 0.263 G_B: 0.411 cycle_B: 1.878 idt_B: 0.757 
(epoch: 5, iters: 40, time: 0.575, data: 0.015) D_A: 0.282 G_A: 0.360 cycle_A: 2.009 idt_A: 0.660 D_B: 0.211 G_B: 0.337 cycle_B: 1.418 idt_B: 0.939 
(epoch: 5, iters: 140, time: 0.576, data: 0.004) D_A: 0.265 G_A: 0.390 cycle_A: 1.689 idt_A: 1.049 D_B: 0.380 G_B: 0.419 cycle_B: 2.325 idt_B: 0.779 
(epoch: 5, iters: 240, time: 0.614, data: 0.004) D_A: 0.210 G_A: 0.358 cycle_A: 2.256 idt_A: 0.601 D_B: 0.213 G_B: 0.324 cycle_B: 1.275 idt_B: 1.019 
(epoch: 5, iters: 340, time: 0.463, data: 0.004) D_A: 0.298 G_A: 0.181 cycle_A: 2.406 idt_A: 0.749 D_B: 0.230 G_B: 0.301 cycle_B: 1.652 idt_B: 1.117 
(epoch: 6, iters: 100, time: 0.577, data: 0.359) D_A: 0.280 G_A: 0.369 cycle_A: 1.958 idt_A: 0.816 D_B: 0.253 G_B: 0.245 cycle_B: 1.717 idt_B: 0.920 
(epoch: 6, iters: 200, time: 0.577, data: 0.003) D_A: 0.324 G_A: 0.354 cycle_A: 1.789 idt_A: 0.826 D_B: 0.280 G_B: 0.294 cycle_B: 1.781 idt_B: 0.768 
(epoch: 6, iters: 300, time: 0.663, data: 0.004) D_A: 0.293 G_A: 0.221 cycle_A: 2.202 idt_A: 0.940 D_B: 0.296 G_B: 0.288 cycle_B: 2.111 idt_B: 1.003 
(epoch: 7, iters: 60, time: 0.576, data: 0.004) D_A: 0.190 G_A: 0.315 cycle_A: 2.676 idt_A: 0.744 D_B: 0.287 G_B: 0.261 cycle_B: 1.648 idt_B: 1.258 
(epoch: 7, iters: 160, time: 0.575, data: 0.009) D_A: 0.299 G_A: 0.398 cycle_A: 1.458 idt_A: 0.692 D_B: 0.274 G_B: 0.333 cycle_B: 1.575 idt_B: 0.701 
(epoch: 7, iters: 260, time: 0.575, data: 0.004) D_A: 0.260 G_A: 0.292 cycle_A: 1.695 idt_A: 0.711 D_B: 0.255 G_B: 0.338 cycle_B: 1.638 idt_B: 0.694 
(epoch: 8, iters: 20, time: 0.624, data: 0.004) D_A: 0.302 G_A: 0.453 cycle_A: 1.885 idt_A: 0.759 D_B: 0.227 G_B: 0.398 cycle_B: 1.691 idt_B: 0.847 
(epoch: 8, iters: 120, time: 0.575, data: 0.003) D_A: 0.256 G_A: 0.339 cycle_A: 1.466 idt_A: 0.766 D_B: 0.250 G_B: 0.285 cycle_B: 1.606 idt_B: 0.701 
(epoch: 8, iters: 220, time: 0.576, data: 0.010) D_A: 0.276 G_A: 0.420 cycle_A: 1.769 idt_A: 0.826 D_B: 0.242 G_B: 0.298 cycle_B: 2.078 idt_B: 0.759 
(epoch: 8, iters: 320, time: 0.575, data: 0.004) D_A: 0.205 G_A: 0.308 cycle_A: 1.955 idt_A: 0.864 D_B: 0.339 G_B: 0.296 cycle_B: 1.837 idt_B: 0.883 
(epoch: 9, iters: 80, time: 0.623, data: 0.003) D_A: 0.164 G_A: 0.405 cycle_A: 1.251 idt_A: 0.703 D_B: 0.279 G_B: 0.283 cycle_B: 1.549 idt_B: 0.584 
(epoch: 9, iters: 180, time: 0.576, data: 0.003) D_A: 0.228 G_A: 0.422 cycle_A: 1.902 idt_A: 0.639 D_B: 0.173 G_B: 0.355 cycle_B: 1.547 idt_B: 0.889 
(epoch: 9, iters: 280, time: 0.575, data: 0.008) D_A: 0.210 G_A: 0.347 cycle_A: 1.563 idt_A: 0.721 D_B: 0.266 G_B: 0.274 cycle_B: 1.549 idt_B: 0.728 
(epoch: 10, iters: 40, time: 0.576, data: 0.004) D_A: 0.246 G_A: 0.484 cycle_A: 1.735 idt_A: 0.881 D_B: 0.256 G_B: 0.285 cycle_B: 1.802 idt_B: 0.727 
(epoch: 10, iters: 140, time: 0.619, data: 0.004) D_A: 0.228 G_A: 0.354 cycle_A: 1.797 idt_A: 0.706 D_B: 0.192 G_B: 0.310 cycle_B: 1.539 idt_B: 0.821 
(epoch: 10, iters: 240, time: 0.575, data: 0.004) D_A: 0.200 G_A: 0.445 cycle_A: 1.758 idt_A: 0.647 D_B: 0.219 G_B: 0.413 cycle_B: 1.438 idt_B: 0.799 
(epoch: 10, iters: 340, time: 0.463, data: 0.004) D_A: 0.440 G_A: 0.540 cycle_A: 1.697 idt_A: 0.655 D_B: 0.181 G_B: 0.378 cycle_B: 1.356 idt_B: 0.811 
(epoch: 11, iters: 100, time: 0.575, data: 0.283) D_A: 0.204 G_A: 0.310 cycle_A: 1.899 idt_A: 0.678 D_B: 0.370 G_B: 0.697 cycle_B: 1.477 idt_B: 0.851 
(epoch: 11, iters: 200, time: 0.625, data: 0.004) D_A: 0.177 G_A: 0.287 cycle_A: 1.442 idt_A: 0.629 D_B: 0.260 G_B: 0.482 cycle_B: 1.588 idt_B: 0.668 
(epoch: 11, iters: 300, time: 0.577, data: 0.004) D_A: 0.231 G_A: 0.379 cycle_A: 1.427 idt_A: 0.556 D_B: 0.207 G_B: 0.351 cycle_B: 1.318 idt_B: 0.684 
(epoch: 12, iters: 60, time: 0.576, data: 0.004) D_A: 0.260 G_A: 0.341 cycle_A: 1.789 idt_A: 1.099 D_B: 0.183 G_B: 0.407 cycle_B: 2.440 idt_B: 0.861 
(epoch: 12, iters: 160, time: 0.576, data: 0.003) D_A: 0.187 G_A: 0.477 cycle_A: 1.124 idt_A: 0.596 D_B: 0.254 G_B: 0.546 cycle_B: 1.445 idt_B: 0.526 
(epoch: 12, iters: 260, time: 0.623, data: 0.004) D_A: 0.288 G_A: 0.382 cycle_A: 1.586 idt_A: 0.698 D_B: 0.258 G_B: 0.344 cycle_B: 1.510 idt_B: 0.733 
(epoch: 13, iters: 20, time: 0.575, data: 0.004) D_A: 0.257 G_A: 0.331 cycle_A: 1.626 idt_A: 0.662 D_B: 0.298 G_B: 0.431 cycle_B: 1.348 idt_B: 0.591 
(epoch: 13, iters: 120, time: 0.575, data: 0.005) D_A: 0.411 G_A: 0.510 cycle_A: 1.555 idt_A: 0.570 D_B: 0.193 G_B: 0.347 cycle_B: 1.249 idt_B: 0.687 
(epoch: 13, iters: 220, time: 0.573, data: 0.004) D_A: 0.212 G_A: 0.256 cycle_A: 1.388 idt_A: 0.963 D_B: 0.214 G_B: 0.255 cycle_B: 2.067 idt_B: 0.656 
